%eval_id  interface x1             x2             obj_fn         
1        NO_ID     0              0              1              
2        NO_ID     1              0              100            
3        NO_ID     -1             0              104            
4        NO_ID     0              1              101            
5        NO_ID     0              -1             101            
6        NO_ID     0.5            0              6.5            
7        NO_ID     -0.5           0              8.5            
8        NO_ID     0              0.5            26             
9        NO_ID     0              -0.5           26             
10       NO_ID     0.25           0              0.953125       
11       NO_ID     0.25           0.25           4.078125       
12       NO_ID     0.25           -0.25          10.328125      
13       NO_ID     0.375          0              2.368164062    
14       NO_ID     0.125          0              0.7900390625   
15       NO_ID     0.125          0.125          1.961914062    
16       NO_ID     0.125          -0.125         2.743164062    
17       NO_ID     0.1875         0              0.7837524414   
18       NO_ID     0.1875         -0.0625        1.613830566    
19       NO_ID     0.1875         0.0625         0.7349243164   
20       NO_ID     0.1875         0.125          1.467346191    
21       NO_ID     0.125          0.0625         0.9853515625   
22       NO_ID     0.25           0.0625         0.5625         
23       NO_ID     0.3125         0.0625         0.5962524414   
24       NO_ID     0.25           0.125          0.953125       
25       NO_ID     0.28125        0.0625         0.5441627502   
26       NO_ID     0.28125        0.09375        0.5380592346   
27       NO_ID     0.25           0.09375        0.66015625     
28       NO_ID     0.3125         0.09375        0.4741821289   
29       NO_ID     0.3125         0.125          0.5474243164   
30       NO_ID     0.34375        0.09375        0.4902687073   
31       NO_ID     0.3125         0.078125       0.5108032227   
32       NO_ID     0.3125         0.109375       0.4863891602   
33       NO_ID     0.296875       0.09375        0.4975378513   
34       NO_ID     0.328125       0.09375        0.4707815647   
35       NO_ID     0.328125       0.078125       0.538683176    
36       NO_ID     0.328125       0.109375       0.4517080784   
37       NO_ID     0.34375        0.109375       0.4383888245   
38       NO_ID     0.359375       0.109375       0.4495069981   
39       NO_ID     0.34375        0.125          0.4353370667   
40       NO_ID     0.359375       0.125          0.4121229649   
41       NO_ID     0.375          0.125          0.4150390625   
42       NO_ID     0.359375       0.140625       0.4235670567   
43       NO_ID     0.3671875      0.125          0.4101079851   
44       NO_ID     0.3671875      0.1171875      0.4315656573   
45       NO_ID     0.3671875      0.1328125      0.4008573443   
46       NO_ID     0.359375       0.1328125      0.4117414951   
47       NO_ID     0.3671875      0.140625       0.4038137347   
48       NO_ID     0.375          0.1328125      0.3967285156   
49       NO_ID     0.375          0.140625       0.390625       
50       NO_ID     0.375          0.1484375      0.3967285156   
